polholder_age,polholder_BMCevol,polholder_diffdriver,polholder_gender,polholder_job,policy_age,policy_caruse,policy_nbcontract,prem_final,prem_freqperyear,prem_last,prem_market,prem_pure,vehicl_age,vehicl_agepurchase,vehicl_garage,vehicl_powerkw,vehicl_region,lapse
35,stable,same,Male,normal,4,private or freelance work,1,382.67,1 per year,382.69,348.7,382.69,12,5,unknown,150 kW,Reg2,0
73,stable,same,Male,normal,0,private or freelance work,1,172.74,1 per year,172.75,224.53,172.75,18,5,underground garage,100 kW,Reg13,0
52,stable,young drivers,Female,normal,2,private or freelance work,1,486.99,4 per year,487.0,353.41,473.26,15,7,private garage,75 kW,Reg13,1
44,down,only partner,Male,medical,1,private or freelance work,1,689.25,12 per year,719.21,641.39,599.35,17,15,other,25-50 kW,Reg4,0
37,stable,only partner,Male,normal,4,private or freelance work,3,323.06,1 per year,323.07,280.35,305.35,9,4,unknown,75 kW,Reg13,1
41,stable,only partner,Male,normal,5,unknown,1,275.09,1 per year,275.1,218.02,267.65,15,0,unknown,75 kW,Reg10,0
39,down,only partner,Female,normal,1,private or freelance work,1,202.09,1 per year,206.21,218.62,185.59,9,0,street,25-50 kW,Reg4,0
34,down,same,Female,medical,0,private or freelance work,1,641.44,12 per year,745.11,685.17,583.14,11,11,street,75 kW,Reg13,0
28,down,same,Male,normal,0,private or freelance work,1,494.72,1 per year,504.81,667.67,489.41,14,9,underground garage,125-300 kW,Reg8,0
48,stable,only partner,Male,medical,1,private or freelance work,2,235.6,1 per year,235.61,257.76,242.35,18,10,street,125-300 kW,Reg12,0
66,down,same,Male,normal,0,private or freelance work,1,373.28,1 per year,380.9,496.69,346.27,15,11,street,100 kW,Reg4,0
39,down,same,Male,medical,0,private or freelance work,1,605.93,4 per year,618.3,610.46,515.25,13,13,underground garage,25-50 kW,Reg1,0
38,down,only partner,Female,normal,10,unknown,1,270.26,4 per year,275.77,167.78,243.04,15,6,private garage,25-50 kW,Reg6,0
26,stable,only partner,Female,medical,0,private or freelance work,1,268.31,4 per year,268.33,325.45,251.32,11,8,street,25-50 kW,Reg4,0
42,stable,only partner,Male,medical,0,private or freelance work,2,155.9,1 per year,155.9,226.18,155.9,14,9,carport,100 kW,Reg7,0
37,down,same,Male,normal,1,private or freelance work,3,788.64,4 per year,804.74,626.82,751.09,10,8,parking deck,100 kW,Reg4,0
44,down,only partner,Female,medical,8,unknown,1,264.44,1 per year,269.84,207.34,231.29,14,0,private garage,75 kW,Reg2,0
32,stable,only partner,Female,normal,3,private or freelance work,1,165.51,1 per year,165.52,222.15,165.52,15,6,street,75 kW,Reg4,0
34,up,only partner,Male,medical,0,private or freelance work,1,932.44,1 per year,739.52,1231.26,950.2,14,13,parking deck,75 kW,Reg4,0
34,down,only partner,Male,normal,1,private or freelance work,1,658.05,4 per year,921.91,668.04,535.69,9,8,private garage,100 kW,Reg14,1
36,down,same,Male,medical,2,private or freelance work,1,381.92,1 per year,389.71,398.61,357.24,12,7,street,75 kW,Reg7,1
46,stable,only partner,Female,normal,0,private or freelance work,1,334.27,2 per year,334.29,437.7,334.29,18,10,carport,75 kW,Reg4,0
68,up,only partner,Male,normal,3,private or freelance work,1,371.59,12 per year,270.25,358.26,354.79,13,0,unknown,75 kW,Reg12,0
60,stable,all drivers > 24,Male,normal,1,private or freelance work,1,416.69,4 per year,416.7,424.16,408.94,16,6,street,100 kW,Reg8,0
45,stable,same,Male,normal,1,private or freelance work,1,282.31,1 per year,282.31,373.52,282.31,18,13,street,75 kW,Reg4,0
30,up,only partner,Female,normal,1,private or freelance work,1,830.83,2 per year,515.69,913.71,894.64,16,14,private garage,25-50 kW,Reg11,0
76,stable,same,Male,normal,6,unknown,1,236.41,1 per year,236.41,242.54,236.41,7,0,private garage,25-50 kW,Reg8,0
35,stable,only partner,Female,normal,0,private or freelance work,1,291.56,1 per year,291.57,331.0,278.12,12,8,private garage,75 kW,Reg8,1
56,stable,same,Male,normal,8,unknown,2,279.93,2 per year,279.93,244.81,279.93,12,1,private garage,75 kW,Reg9,0
45,down,same,Male,normal,2,private or freelance work,1,438.53,4 per year,447.48,457.35,406.8,15,10,parking deck,100 kW,Reg4,0
60,stable,same,Male,normal,0,private or freelance work,1,193.18,2 per year,193.19,259.51,193.19,16,11,carport,75 kW,Reg3,0
34,stable,same,Female,medical,0,private or freelance work,1,302.74,4 per year,302.75,273.7,294.31,13,13,other,100 kW,Reg6,0
30,down,same,Female,medical,0,private or freelance work,1,168.44,1 per year,171.88,218.98,156.25,7,0,private garage,75 kW,Reg5,1
33,down,young drivers,Male,normal,0,private or freelance work,4,423.08,1 per year,431.71,560.83,398.8,12,12,private garage,75 kW,Reg8,0
39,stable,only partner,Female,medical,0,private or freelance work,1,172.45,4 per year,172.46,243.46,166.36,18,17,street,25-50 kW,Reg6,0
31,down,all drivers > 24,Female,medical,0,private or freelance work,1,407.14,1 per year,415.45,575.12,431.65,16,16,other,100 kW,Reg8,0
46,down,only partner,Female,medical,3,private or freelance work,1,319.66,1 per year,326.19,317.06,283.06,13,0,private garage,100 kW,Reg4,0
39,stable,only partner,Male,medical,5,unknown,3,303.1,1 per year,303.1,313.85,303.1,18,8,unknown,25-50 kW,Reg8,0
39,down,same,Male,normal,2,private or freelance work,2,562.07,1 per year,573.54,512.33,510.99,15,13,carport,125-300 kW,Reg8,0
42,stable,only partner,Male,medical,5,unknown,3,271.34,2 per year,271.35,176.26,273.78,18,13,unknown,25-50 kW,Reg3,0
44,down,same,Male,normal,10,unknown,1,260.42,1 per year,265.74,208.92,241.3,12,1,private garage,25-50 kW,Reg5,0
31,stable,only partner,Female,medical,5,private or freelance work,1,375.94,1 per year,375.95,317.36,365.48,12,7,street,25-50 kW,Reg12,0
38,down,same,Male,normal,1,private or freelance work,1,255.51,4 per year,260.73,260.41,231.75,12,8,private garage,75 kW,Reg7,0
40,down,same,Male,normal,1,private or freelance work,1,483.73,4 per year,493.6,449.26,465.48,13,9,parking deck,125-300 kW,Reg5,0
31,stable,same,Male,medical,1,private or freelance work,1,194.07,2 per year,194.07,190.74,194.07,10,2,street,25-50 kW,Reg5,0
55,down,young drivers,Male,normal,0,private or freelance work,1,685.21,1 per year,795.95,636.08,622.86,14,14,other,25-50 kW,Reg4,0
45,stable,only partner,Male,normal,1,private or freelance work,2,221.7,1 per year,221.71,226.34,215.61,8,2,other,100 kW,Reg14,0
36,stable,same,Male,medical,5,unknown,1,345.61,1 per year,345.62,263.8,323.97,14,4,unknown,75 kW,Reg10,0
50,down,young drivers,Male,normal,0,private or freelance work,4,323.82,1 per year,330.42,496.44,289.27,14,8,private garage,75 kW,Reg8,0
27,down,all drivers > 24,Female,normal,0,private or freelance work,1,419.54,1 per year,428.1,444.3,392.44,18,17,parking deck,75 kW,Reg7,1
60,stable,same,Male,normal,7,unknown,2,334.89,1 per year,334.9,300.26,334.9,8,1,private garage,25-50 kW,Reg4,0
57,stable,young drivers,Female,normal,0,private or freelance work,1,266.64,4 per year,266.65,345.17,269.2,11,8,other,75 kW,Reg4,0
24,stable,same,Female,medical,2,private or freelance work,1,368.94,1 per year,368.95,280.62,342.52,10,7,street,75 kW,Reg14,1
72,stable,same,Female,normal,9,private or freelance work,1,247.21,1 per year,247.22,287.4,251.92,11,0,underground garage,75 kW,Reg14,0
35,stable,same,Female,medical,2,private or freelance work,2,301.05,12 per year,301.06,424.07,344.0,11,11,street,25-50 kW,Reg9,0
43,down,same,Female,normal,0,private or freelance work,2,766.18,4 per year,799.49,468.94,666.25,7,6,private garage,25-50 kW,Reg4,0
37,down,same,Female,normal,0,private or freelance work,1,573.3,4 per year,665.95,623.9,526.07,17,17,carport,75 kW,Reg7,0
69,down,only partner,Male,medical,9,unknown,1,274.16,1 per year,279.75,199.18,247.01,10,0,street,75 kW,Reg7,0
26,down,same,Male,medical,1,private or freelance work,1,625.72,4 per year,638.49,417.06,497.65,12,8,street,75 kW,Reg14,0
42,down,only partner,Male,normal,1,private or freelance work,3,293.15,1 per year,299.14,316.42,258.74,17,5,underground garage,75 kW,Reg7,1
26,down,same,Female,medical,2,private or freelance work,1,812.8,4 per year,829.39,518.95,774.1,17,15,other,75 kW,Reg3,0
41,stable,only partner,Male,normal,0,private or freelance work,1,293.64,2 per year,293.65,291.73,293.65,7,6,private garage,100 kW,Reg9,0
35,stable,only partner,Male,medical,1,private or freelance work,2,158.16,4 per year,158.16,182.99,158.16,6,2,carport,75 kW,Reg3,1
29,stable,same,Male,medical,1,private or freelance work,1,412.19,4 per year,412.19,432.35,412.19,8,7,other,75 kW,Reg10,0
58,stable,young drivers,Male,normal,0,private or freelance work,1,678.14,4 per year,678.15,641.31,678.15,8,6,carport,100 kW,Reg6,0
41,up,same,Female,normal,0,private or freelance work,1,904.67,12 per year,717.5,1181.56,904.67,17,4,street,75 kW,Reg12,0
37,stable,only partner,Female,medical,2,private or freelance work,1,399.81,1 per year,399.82,450.34,435.89,18,18,parking deck,100 kW,Reg9,0
72,stable,same,Male,normal,7,private or freelance work,1,238.15,1 per year,238.15,274.54,238.15,12,5,parking deck,75 kW,Reg8,0
40,stable,all drivers > 24,Male,medical,2,private or freelance work,1,315.56,4 per year,315.58,323.03,303.88,11,6,street,100 kW,Reg14,0
38,stable,same,Female,medical,6,unknown,1,446.21,2 per year,446.23,300.34,434.28,18,9,private estate,100 kW,Reg8,0
39,down,all drivers > 24,Male,normal,1,private or freelance work,1,461.73,12 per year,471.15,459.52,403.85,15,14,street,25-50 kW,Reg4,0
36,down,only partner,Male,normal,0,private or freelance work,2,595.12,4 per year,691.3,567.79,541.01,11,10,private garage,25-50 kW,Reg7,0
39,stable,same,Female,medical,6,unknown,1,469.39,2 per year,469.4,333.35,486.59,14,7,street,75 kW,Reg10,0
39,down,only partner,Female,normal,0,private or freelance work,1,734.24,1 per year,852.9,626.62,654.99,5,4,street,125-300 kW,Reg8,0
28,down,same,Male,normal,0,private or freelance work,1,603.0,4 per year,629.21,602.66,560.57,18,17,private garage,75 kW,Reg8,0
39,stable,only partner,Female,normal,1,private or freelance work,2,244.88,4 per year,244.89,265.61,244.89,7,6,other,75 kW,Reg14,0
66,stable,same,Female,normal,0,private or freelance work,1,136.72,1 per year,136.72,186.01,136.72,18,1,private garage,75 kW,Reg5,0
35,stable,all drivers > 24,Male,normal,0,private or freelance work,1,370.13,12 per year,370.13,438.56,370.13,13,13,private garage,75 kW,Reg4,0
34,down,only partner,Female,medical,2,private or freelance work,1,653.34,1 per year,681.75,484.09,568.12,14,12,street,75 kW,Reg4,0
39,down,same,Female,normal,2,private or freelance work,1,313.82,1 per year,320.22,283.56,307.22,15,0,other,75 kW,Reg6,0
32,down,only partner,Male,normal,0,private or freelance work,1,308.43,12 per year,314.72,343.03,288.5,11,6,private garage,125-300 kW,Reg3,1
46,stable,young drivers,Male,medical,0,private or freelance work,1,256.39,1 per year,256.4,293.39,256.4,11,0,private garage,100 kW,Reg7,0
55,stable,same,Male,medical,1,private or freelance work,1,186.75,1 per year,186.76,210.55,186.76,16,12,private garage,75 kW,Reg10,0
27,down,only partner,Female,normal,1,private or freelance work,1,675.96,2 per year,705.35,611.55,571.36,5,0,street,25-50 kW,Reg4,0
60,stable,only partner,Female,normal,0,private or freelance work,1,242.6,12 per year,242.61,297.61,261.64,16,10,underground garage,25-50 kW,Reg14,0
29,stable,same,Male,normal,5,private or freelance work,1,395.76,4 per year,395.77,515.1,384.58,16,11,street,125-300 kW,Reg8,0
79,stable,same,Female,normal,8,unknown,1,203.21,1 per year,203.23,205.09,205.1,13,4,private garage,25-50 kW,Reg5,0
56,stable,only partner,Female,medical,0,private or freelance work,1,208.7,1 per year,208.71,233.25,199.2,18,18,private garage,25-50 kW,Reg7,0
37,stable,only partner,Male,normal,7,private or freelance work,3,307.65,12 per year,307.66,334.94,307.66,8,7,parking deck,100 kW,Reg4,0
33,stable,only partner,Female,normal,1,private or freelance work,1,340.75,4 per year,340.76,337.59,340.76,12,11,parking deck,100 kW,Reg5,0
45,stable,same,Male,medical,2,private or freelance work,1,221.34,1 per year,221.35,189.38,221.35,17,4,street,25-50 kW,Reg4,0
30,down,same,Male,medical,2,private or freelance work,1,753.41,2 per year,786.16,891.39,655.14,16,13,underground garage,150 kW,Reg8,1
37,stable,only partner,Male,medical,0,private or freelance work,1,191.89,1 per year,191.9,209.74,188.37,10,9,other,100 kW,Reg14,0
45,stable,young drivers,Female,medical,9,unknown,1,277.88,1 per year,277.88,342.85,277.88,10,0,private garage,75 kW,Reg4,0
41,down,only partner,Female,normal,1,private or freelance work,1,721.72,4 per year,838.36,887.51,656.11,13,7,private garage,125-300 kW,Reg4,0
41,down,same,Male,medical,1,private or freelance work,1,305.94,4 per year,312.19,253.69,263.29,18,17,private garage,75 kW,Reg4,0
64,stable,same,Male,normal,6,unknown,1,303.14,1 per year,303.15,239.31,286.61,11,5,street,25-50 kW,Reg8,0
51,down,young drivers,Female,normal,1,private or freelance work,6,971.46,1 per year,1013.7,908.15,844.75,14,13,other,75 kW,Reg7,0
41,down,all drivers > 24,Male,normal,2,private or freelance work,1,485.64,4 per year,495.55,434.16,458.95,17,15,street,100 kW,Reg9,0
34,stable,only partner,Male,normal,1,private or freelance work,1,318.26,1 per year,318.27,404.07,318.27,17,12,carport,75 kW,Reg6,0
36,stable,same,Male,medical,0,private or freelance work,1,850.3,4 per year,850.31,1104.3,850.31,17,17,street,150 kW,Reg4,0
29,down,all drivers > 24,Male,normal,1,private or freelance work,1,333.86,1 per year,340.68,290.35,302.82,16,11,private garage,100 kW,Reg12,0
36,down,only partner,Female,medical,2,private or freelance work,1,271.1,1 per year,276.64,300.34,251.5,9,4,parking deck,100 kW,Reg8,1
47,down,young drivers,Male,medical,0,private or freelance work,1,330.32,1 per year,337.06,352.34,281.32,14,14,other,75 kW,Reg12,0
28,stable,same,Male,normal,1,private or freelance work,1,289.0,12 per year,289.01,327.06,294.5,12,8,street,75 kW,Reg7,0
21,down,same,Male,normal,1,private or freelance work,1,740.0,4 per year,755.1,551.48,647.23,15,13,other,75 kW,Reg7,0
40,stable,only partner,Male,normal,2,private or freelance work,2,277.98,1 per year,267.78,291.8,277.98,13,3,underground garage,100 kW,Reg9,0
33,stable,only partner,Female,normal,0,private or freelance work,1,371.81,1 per year,371.82,284.64,338.22,15,14,other,100 kW,Reg6,1
40,down,same,Female,normal,2,private or freelance work,1,687.19,12 per year,701.21,479.94,654.46,15,12,private garage,75 kW,Reg4,0
44,stable,same,Male,normal,0,private or freelance work,2,271.73,4 per year,271.74,333.4,296.0,14,7,other,100 kW,Reg4,0
34,down,same,Female,normal,3,private or freelance work,1,679.84,4 per year,693.71,379.26,647.46,10,7,parking deck,25-50 kW,Reg3,0
64,down,same,Male,normal,2,private or freelance work,1,371.63,1 per year,379.21,292.46,337.08,14,7,street,25-50 kW,Reg6,0
39,stable,same,Female,medical,1,private or freelance work,1,209.81,4 per year,209.83,268.55,209.83,15,9,private garage,75 kW,Reg4,0
39,down,same,Male,normal,1,private or freelance work,3,507.2,2 per year,517.55,398.68,423.25,16,15,private garage,75 kW,Reg12,0
58,stable,same,Male,normal,6,private or freelance work,1,211.45,2 per year,211.46,204.0,217.41,17,10,street,75 kW,Reg14,0
39,stable,same,Male,medical,0,private or freelance work,1,350.06,1 per year,350.07,320.93,350.07,6,6,underground garage,25-50 kW,Reg7,1
43,stable,same,Male,normal,2,private or freelance work,1,441.67,12 per year,441.69,411.74,458.61,18,14,street,75 kW,Reg4,0
36,stable,all drivers > 24,Male,normal,1,private or freelance work,1,259.19,1 per year,259.2,255.28,259.2,8,7,parking deck,75 kW,Reg11,0
51,stable,only partner,Female,normal,5,unknown,1,260.44,1 per year,260.45,242.24,260.45,17,7,unknown,75 kW,Reg5,0
32,stable,same,Male,medical,1,private or freelance work,1,192.29,1 per year,192.3,321.4,192.3,15,8,other,100 kW,Reg4,0
34,stable,same,Female,medical,11,unknown,2,266.59,12 per year,266.6,174.5,250.8,14,3,private garage,25-50 kW,Reg11,0
23,down,same,Female,medical,1,private or freelance work,1,650.74,2 per year,679.04,554.76,565.86,13,12,parking deck,75 kW,Reg7,0
44,stable,only partner,Female,medical,10,unknown,1,252.34,1 per year,250.09,169.71,252.34,11,0,street,75 kW,Reg5,0
42,stable,only partner,Male,medical,0,private or freelance work,7,342.99,2 per year,343.0,463.98,359.72,11,8,private garage,75 kW,Reg5,0
49,down,young drivers,Male,medical,0,private or freelance work,1,401.91,1 per year,410.11,665.19,382.78,15,9,other,75 kW,Reg3,0
38,down,only partner,Male,medical,0,private or freelance work,1,266.69,4 per year,272.14,281.25,233.26,9,4,underground garage,75 kW,Reg5,0
36,stable,same,Female,medical,0,private or freelance work,1,171.49,1 per year,171.5,310.49,171.5,18,7,parking deck,75 kW,Reg3,0
28,stable,same,Female,normal,0,private or freelance work,1,270.85,1 per year,270.86,364.71,286.56,16,11,private garage,75 kW,Reg6,0
69,stable,all drivers > 24,Female,normal,2,private or freelance work,1,221.7,1 per year,215.54,208.81,221.7,6,0,parking deck,25-50 kW,Reg4,0
42,stable,only partner,Male,medical,9,private or freelance work,2,272.3,1 per year,272.31,308.0,277.4,16,7,street,150 kW,Reg7,0
39,stable,same,Male,normal,2,private or freelance work,1,176.74,1 per year,176.75,230.41,176.75,18,18,private garage,75 kW,Reg1,0
49,up,same,Female,normal,6,unknown,2,382.33,2 per year,254.89,359.94,355.0,17,10,private estate,100 kW,Reg5,0
46,down,young drivers,Female,normal,0,private or freelance work,1,198.89,1 per year,202.95,234.84,177.57,13,5,carport,75 kW,Reg10,0
44,stable,young drivers,Female,medical,0,private or freelance work,1,275.97,1 per year,275.99,370.01,270.86,6,1,parking deck,25-50 kW,Reg4,0
57,stable,all drivers > 24,Female,normal,8,unknown,1,315.36,1 per year,315.38,273.96,358.82,15,3,private garage,100 kW,Reg8,0
36,down,same,Female,normal,0,private or freelance work,1,511.77,4 per year,982.19,552.54,465.25,12,10,parking deck,25-50 kW,Reg7,0
79,stable,only partner,Male,normal,11,unknown,1,210.97,1 per year,210.99,277.11,212.94,16,5,private garage,100 kW,Reg5,1
32,stable,only partner,Male,medical,0,private or freelance work,1,160.99,1 per year,161.0,204.97,161.0,10,6,street,100 kW,Reg5,0
61,stable,only partner,Female,normal,3,private or freelance work,6,274.8,2 per year,274.81,243.0,274.81,18,12,unknown,75 kW,Reg4,0
